userId,itemId,actual_rating,mf_predicted_rating
1,11,0.0,2.9
1,43,0.0,3.1
1,55,0.0,2.0
1,105,0.0,2.8
1,108,0.0,2.1
1,162,0.0,3.3
1,172,0.0,2.5
1,283,0.0,2.6
1,357,0.0,2.9
1,694,0.0,2.7
1,1040,0.0,1.6
1,1388,0.0,2.4
1,1391,0.0,2.7
1,1396,3.0,3.2
1,1398,0.0,1.4
1,1440,0.0,1.1
1,1496,0.0,2.2
1,1518,0.0,2.9
1,1564,0.0,2.9
1,1572,0.0,2.2
1,1580,3.0,3.1
1,1665,0.0,2.8
1,1769,0.0,2.3
1,1955,0.0,3.4
1,2046,4.0,3.2
1,2160,0.0,3.5
1,2248,0.0,3.3
1,2389,2.0,2.0
1,2417,0.0,0.5
1,2511,0.0,3.1
1,2540,0.0,2.0
1,2550,0.0,3.4
1,2568,0.0,2.6
1,2609,0.0,2.1
1,2804,0.0,3.3
1,2829,0.0,2.8
1,2989,0.0,3.1
1,3016,0.0,2.7
1,3095,0.0,3.6
1,3130,0.0,2.2
1,3169,0.0,2.5
1,3217,0.0,2.7
1,3326,0.0,2.7
1,3363,0.0,3.3
1,3442,0.0,0.5
1,3455,0.0,1.4
1,3499,0.0,3.3
1,3529,0.0,3.1
1,3586,0.0,2.1
1,3599,0.0,0.5
1,3709,0.0,1.0
1,3792,0.0,2.6
1,3843,0.0,1.2
1,4012,0.0,2.1
1,4018,0.0,2.6
1,4055,0.0,2.6
1,4077,0.0,2.3
1,4123,0.0,1.1
1,4154,0.0,1.8
1,4202,0.0,1.7
1,4217,0.0,3.0
1,4235,0.0,3.3
1,4238,0.0,2.7
1,4251,0.0,1.0
1,4292,0.0,2.7
1,4541,0.0,2.4
1,4621,0.0,2.0
1,4622,0.0,1.6
1,4719,0.0,2.3
1,4722,0.0,1.6
1,4728,0.0,2.7
1,4821,0.0,2.6
1,4822,0.0,2.0
1,5267,0.0,2.7
1,5292,0.0,3.2
1,5424,0.0,1.6
1,5451,0.0,2.3
1,5501,0.0,1.4
1,5630,0.0,3.1
1,5635,0.0,1.6
1,5646,0.0,3.3
1,5853,0.0,1.9
1,5984,0.0,2.5
1,5986,0.0,2.1
1,6013,0.0,1.4
1,6033,0.0,1.6
1,6254,0.0,3.2
1,6350,0.0,3.5
1,6615,0.0,2.0
1,6638,0.0,1.7
1,6816,0.0,2.2
1,6857,0.0,3.5
1,6902,0.0,2.1
1,7007,0.0,3.0
1,7092,0.0,2.6
1,7153,0.0,3.6
1,7419,0.0,3.3
1,7443,0.0,1.9
1,7616,0.0,1.4
1,7647,0.0,1.9
1,7932,0.0,2.5
1,8033,0.0,2.5
1,8137,0.0,0.3
1,8142,0.0,1.9
1,8387,0.0,0.7
1,8677,0.0,1.0
1,25927,0.0,1.6
1,26142,0.0,1.1
1,26150,0.0,2.3
1,27513,0.0,1.5
1,27778,0.0,1.6
1,32213,0.0,2.0
1,37736,0.0,2.6
1,44974,0.0,3.3
1,45722,0.0,3.0
1,47261,0.0,2.3
1,50068,0.0,3.1
1,50802,0.0,1.9
1,52579,0.0,1.7
1,52967,0.0,2.7
1,53450,0.0,0.8
1,53453,0.0,0.3
1,58998,0.0,3.1
1,60735,0.0,1.3
1,62344,0.0,2.2
1,66371,0.0,3.3
1,66511,0.0,2.6
1,69746,0.0,1.9
1,72489,0.0,2.2
1,72737,0.0,3.4
1,74868,0.0,1.6
1,77931,0.0,2.2
1,78209,0.0,2.8
1,79684,0.0,1.9
1,80463,0.0,3.3
1,81819,0.0,3.1
1,81834,0.0,3.2
1,87834,0.0,2.3
1,89804,0.0,3.0
1,91628,0.0,1.4
1,93723,0.0,1.7
1,94018,0.0,1.9
1,94833,0.0,2.7
1,95875,0.0,2.5
1,96283,0.0,1.6
1,98203,0.0,1.7
1,99813,0.0,3.6
1,100507,0.0,2.9
1,100611,0.0,1.9
1,103027,0.0,1.6
1,104337,0.0,0.7
1,105954,0.0,3.0
1,106002,0.0,2.9
1,109633,0.0,2.6
1,110718,0.0,2.1
1,111617,0.0,3.1
1,112727,0.0,1.6
1,113350,0.0,0.9
1,122890,0.0,2.7
1,123545,0.0,1.6
1,124851,0.0,0.0
1,126430,0.0,3.2
1,128914,0.0,2.5
1,131023,0.0,2.3
1,133115,0.0,2.1
1,135885,0.0,1.7
1,140038,0.0,2.3
1,140541,0.0,1.9
1,142424,0.0,1.1
1,148424,0.0,2.6
1,151317,0.0,1.1
1,152077,0.0,2.9
1,152081,0.0,3.2
1,157432,0.0,0.6
1,157865,0.0,0.8
1,160422,0.0,1.5
1,161830,0.0,0.6
1,162478,0.0,2.7
1,162590,0.0,0.5
1,173235,0.0,2.2
1,177593,0.0,4.0
4,11,0.0,2.9
4,43,0.0,3.0
4,55,0.0,2.0
4,105,0.0,2.9
4,108,0.0,1.8
4,162,5.0,3.6
4,172,0.0,2.2
4,283,0.0,2.7
4,357,3.0,3.1
4,694,0.0,2.5
4,1040,0.0,1.6
4,1388,0.0,2.3
4,1391,1.0,2.0
4,1396,0.0,3.0
4,1398,0.0,1.3
4,1440,0.0,1.1
4,1496,0.0,2.2
4,1518,0.0,2.7
4,1564,0.0,2.9
4,1572,0.0,2.1
4,1580,3.0,2.9
4,1665,0.0,2.6
4,1769,0.0,2.2
4,1955,0.0,3.3
4,2046,0.0,2.8
4,2160,0.0,3.4
4,2248,0.0,3.4
4,2389,0.0,1.9
4,2417,0.0,0.4
4,2511,0.0,3.0
4,2540,0.0,1.9
4,2550,0.0,3.3
4,2568,0.0,2.4
4,2609,0.0,1.8
4,2804,0.0,3.5
4,2829,0.0,2.7
4,2989,0.0,2.9
4,3016,0.0,2.7
4,3095,0.0,3.5
4,3130,0.0,2.1
4,3169,0.0,2.4
4,3217,0.0,2.6
4,3326,0.0,2.6
4,3363,0.0,3.1
4,3442,0.0,0.5
4,3455,0.0,1.3
4,3499,0.0,3.1
4,3529,0.0,3.0
4,3586,0.0,1.8
4,3599,0.0,0.5
4,3709,0.0,1.0
4,3792,0.0,2.3
4,3843,0.0,1.2
4,4012,0.0,2.1
4,4018,0.0,2.4
4,4055,0.0,2.3
4,4077,0.0,2.3
4,4123,0.0,1.1
4,4154,0.0,1.7
